symbol,company_name,sector,industry,isin,market_cap_category,nifty50,nifty_next50,listing_status
DOLPHIN,Dolphin Offshore Enterprises (India) Ltd,Unknown,Unknown,INE920A01037,Unknown,false,false,Listed
DOMS,DOMS Industries Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE321T01012,Small Cap,false,false,Listed
DONEAR,Donear Industries Ltd,Unknown,Unknown,INE668D01028,Unknown,false,false,Listed
DPABHUSHAN,D. P. Abhushan Ltd,Unknown,Unknown,INE266Y01019,Unknown,false,false,Listed
DRAGARWQ,Dr Agarwals Eye Hospital Ltd,Unknown,Unknown,INE934C01018,Unknown,false,false,Listed
DRCSYSTEMS,DRC Systems India Ltd,Unknown,Unknown,INE03RS01027,Unknown,false,false,Listed
DREAMFOLKS,Dreamfolks Services Ltd,Unknown,Unknown,INE0JS101016,Unknown,false,false,Listed
DREDGECORP,Dredging Corporation of India Ltd,Unknown,Unknown,INE506A01018,Unknown,false,false,Listed
DRREDDY,Dr. Reddy's Laboratories Ltd,Healthcare,Healthcare,INE089A01031,Large Cap,true,false,Listed
DSSL,Dynacons Systems & Solutions Ltd,Unknown,Unknown,INE417B01040,Unknown,false,false,Listed
DTIL,Dhunseri Tea & Industries Ltd,Unknown,Unknown,INE341R01014,Unknown,false,false,Listed
DVL,Dhunseri Ventures Ltd,Unknown,Unknown,INE477B01010,Unknown,false,false,Listed
DWARKESH,Dwarikesh Sugar Industries Ltd,Unknown,Unknown,INE366A01041,Unknown,false,false,Listed
DYCL,Dynamic Cables Ltd,Unknown,Unknown,INE600Y01019,Unknown,false,false,Listed
DYNAMATECH,Dynamatic Technologies Ltd,Capital Goods,Capital Goods,INE221B01012,Micro Cap,false,false,Listed
DYNPRO,Dynemic Products Ltd,Unknown,Unknown,INE256H01015,Unknown,false,false,Listed
E2E,E2E Networks Ltd,Unknown,Unknown,INE255Z01027,Unknown,false,false,Listed
EASEMYTRIP,Easy Trip Planners Ltd,Unknown,Unknown,INE07O001026,Unknown,false,false,Listed
EBGNG,GNG Electronics Ltd,Unknown,Unknown,INE18JU01028,Unknown,false,false,Listed
ECLERX,eClerx Services Ltd,Services,Services,INE738I01010,Small Cap,false,false,Listed
EDELWEISS,Edelweiss Financial Services Ltd,Financial Services,Financial Services,INE532F01054,Micro Cap,false,false,Listed
EFCIL,EFC (I) Ltd,Unknown,Unknown,INE886D01026,Unknown,false,false,Listed
EICHERMOT,Eicher Motors Ltd,Automobile and Auto Components,Automobile and Auto Components,INE066A01021,Large Cap,true,false,Listed
EIDPARRY,EID Parry India Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE126A01031,Small Cap,false,false,Listed
EIEL,Enviro Infra Engineers Ltd,Utilities,Utilities,INE0LLY01014,Micro Cap,false,false,Listed
EIHAHOTELS,EIH Associated Hotels Ltd,Unknown,Unknown,INE276C01014,Unknown,false,false,Listed
EIHOTEL,EIH Ltd,Consumer Services,Consumer Services,INE230A01023,Small Cap,false,false,Listed
EIMCOELECO,Eimco Elecon (India) Ltd,Unknown,Unknown,INE158B01016,Unknown,false,false,Listed
EKC,Everest Kanto Cylinder Ltd,Unknown,Unknown,INE184H01027,Unknown,false,false,Listed
ELANTAS,Elantas Beck India Ltd,Unknown,Unknown,INE280B01018,Unknown,false,false,Listed
ELCIDIN,EL CID Investments Ltd,Unknown,Unknown,INE927X01018,Unknown,false,false,Listed
ELDEHSG,Eldeco Housing And Industries Ltd,Unknown,Unknown,INE668G01021,Unknown,false,false,Listed
ELECON,Elecon Engineering Company Ltd,Capital Goods,Capital Goods,INE205B01031,Small Cap,false,false,Listed
ELECTCAST,Electrosteel Castings Ltd,Capital Goods,Capital Goods,INE086A01029,Micro Cap,false,false,Listed
ELECTHERM,Electrotherm (India) Ltd,Unknown,Unknown,INE822G01016,Unknown,false,false,Listed
ELGIEQUIP,Elgi Equipments Ltd,Capital Goods,Capital Goods,INE285A01027,Small Cap,false,false,Listed
ELGIRUBCO,Elgi Rubber Company Ltd,Unknown,Unknown,INE819L01012,Unknown,false,false,Listed
ELIN,Elin Electronics Ltd,Unknown,Unknown,INE050401020,Unknown,false,false,Listed
ELITECON,Elitecon International Ltd,Unknown,Unknown,INE669R01026,Unknown,false,false,Listed
ELLEN,Ellenbarrie Industrial Gases Ltd,Chemicals,Chemicals,INE236E01022,Micro Cap,false,false,Listed
ELPROINTL,Elpro International Ltd,Unknown,Unknown,INE579B01039,Unknown,false,false,Listed
EMAMILTD,Emami Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE548C01032,Small Cap,false,false,Listed
EMAMIPAP,Emami Paper Mills Ltd,Unknown,Unknown,INE830C01026,Unknown,false,false,Listed
EMBDL,Embassy Developments Ltd,Realty,Realty,INE069I01010,Micro Cap,false,false,Listed
EMCURE,Emcure Pharmaceuticals Ltd,Healthcare,Healthcare,INE168P01015,Small Cap,false,false,Listed
EMIL,Electronics Mart India Ltd,Consumer Services,Consumer Services,INE02YR01019,Micro Cap,false,false,Listed
EMKAY,Emkay Global Financial Services Ltd,Unknown,Unknown,INE296H01011,Unknown,false,false,Listed
EMMVEE,Emmvee Photovoltaic Power Ltd,Capital Goods,Capital Goods,INE1C6T01020,Small Cap,false,false,Listed
EMSLIMITED,EMS Ltd,Unknown,Unknown,INE0OV601013,Unknown,false,false,Listed
EMUDHRA,eMudhra Ltd,Unknown,Unknown,INE01QM01018,Unknown,false,false,Listed
ENDURANCE,Endurance Technologies Ltd,Automobile and Auto Components,Automobile and Auto Components,INE913H01037,Mid Cap,false,false,Listed
ENERGYDEV,Energy Development Company Ltd,Unknown,Unknown,INE306C01019,Unknown,false,false,Listed
ENGINERSIN,Engineers India Ltd,Construction,Construction,INE510A01028,Small Cap,false,false,Listed
ENIL,Entertainment Network (India) Ltd,Unknown,Unknown,INE265F01028,Unknown,false,false,Listed
ENRIN,Siemens Energy India Ltd,Capital Goods,Capital Goods,INE1NPP01017,Large Cap,false,true,Listed
ENTERO,Entero Healthcare Solutions Ltd,Consumer Services,Consumer Services,INE010601016,Micro Cap,false,false,Listed
EPACK,EPACK Durable Ltd,Unknown,Unknown,INE0G5901015,Unknown,false,false,Listed
EPACKPEB,EPack Prefab Technologies Ltd,Unknown,Unknown,INE0MLS01022,Unknown,false,false,Listed
EPIGRAL,Epigral Ltd,Unknown,Unknown,INE071N01016,Unknown,false,false,Listed
EPL,EPL Ltd,Capital Goods,Capital Goods,INE255A01020,Micro Cap,false,false,Listed
EQUITASBNK,Equitas Small Finance Bank Ltd,Financial Services,Financial Services,INE063P01018,Micro Cap,false,false,Listed
ERIS,Eris Lifesciences Ltd,Healthcare,Healthcare,INE406M01024,Small Cap,false,false,Listed
ESABINDIA,Esab India Ltd,Unknown,Unknown,INE284A01012,Unknown,false,false,Listed
ESAFSFB,ESAF Small Finance Bank Ltd,Unknown,Unknown,INE818W01011,Unknown,false,false,Listed
ESCORTS,Escorts Kubota Ltd,Capital Goods,Capital Goods,INE042A01014,Mid Cap,false,false,Listed
ESSARSHPNG,Essar Shipping Ltd,Unknown,Unknown,INE122M01019,Unknown,false,false,Listed
ESTER,Ester Industries Ltd,Unknown,Unknown,INE778B01029,Unknown,false,false,Listed
ETERNAL,ETERNAL Ltd,Consumer Services,Consumer Services,INE758T01015,Large Cap,true,false,Listed
ETHOSLTD,Ethos Ltd,Consumer Durables,Consumer Durables,INE04TZ01018,Micro Cap,false,false,Listed
EUREKAFORB,Eureka Forbes Ltd,Consumer Durables,Consumer Durables,INE0KCE01017,Micro Cap,false,false,Listed
EUROBOND,Euro Panel Products Ltd,Unknown,Unknown,INE505V01016,Unknown,false,false,Listed
EUROPRATIK,Euro Pratik Sales Ltd,Unknown,Unknown,INE198501012,Unknown,false,false,Listed
EVEREADY,Eveready Industries India Ltd,Unknown,Unknown,INE128A01029,Unknown,false,false,Listed
EXCELINDUS,Excel Industries Ltd,Unknown,Unknown,INE369A01029,Unknown,false,false,Listed
EXCELSOFT,Excelsoft Technologies Ltd,Unknown,Unknown,INE606N01019,Unknown,false,false,Listed
EXICOM,Exicom Tele-Systems Ltd,Unknown,Unknown,INE777F01014,Unknown,false,false,Listed
EXIDEIND,Exide Industries Ltd,Automobile and Auto Components,Automobile and Auto Components,INE302A01020,Mid Cap,false,false,Listed
EXPLEOSOL,Expleo Solutions Ltd,Unknown,Unknown,INE201K01015,Unknown,false,false,Listed
EXXARO,Exxaro Tiles Ltd,Unknown,Unknown,INE0GFE01026,Unknown,false,false,Listed
FABTECH,Fabtech Technologies Ltd,Unknown,Unknown,INE0HF201011,Unknown,false,false,Listed
FACT,Fertilizers and Chemicals Travancore Ltd,Chemicals,Chemicals,INE188A01015,Small Cap,false,false,Listed
FAZE3Q,Faze Three Ltd,Unknown,Unknown,INE963C01033,Unknown,false,false,Listed
FCL,Fineotex Chemical Ltd,Unknown,Unknown,INE045J01034,Unknown,false,false,Listed
FDC,FDC Ltd,Unknown,Unknown,INE258B01022,Unknown,false,false,Listed
FEDDERSHOL,Fedders Holding Ltd,Unknown,Unknown,INE417D01020,Unknown,false,false,Listed
FEDERALBNK,The Federal Bank Ltd,Financial Services,Financial Services,INE171A01029,Mid Cap,false,false,Listed
FEDFINA,Fedbank Financial Services Ltd,Financial Services,Financial Services,INE007N01010,Micro Cap,false,false,Listed
FERMENTA,Fermenta Biotech Ltd,Unknown,Unknown,INE225B01021,Unknown,false,false,Listed
FIBERWEB,Fiberweb (India) Ltd,Unknown,Unknown,INE296C01020,Unknown,false,false,Listed
FIEMIND,Fiem Industries Ltd,Automobile and Auto Components,Automobile and Auto Components,INE737H01014,Micro Cap,false,false,Listed
FILATEX,Filatex India Ltd,Unknown,Unknown,INE816B01035,Unknown,false,false,Listed
FINCABLES,Finolex Cables Ltd,Capital Goods,Capital Goods,INE235A01022,Small Cap,false,false,Listed
FINEORG,Fine Organic Industries Ltd,Unknown,Unknown,INE686Y01026,Unknown,false,false,Listed
FINKURVE,Finkurve Financial Services Ltd,Unknown,Unknown,INE734I01027,Unknown,false,false,Listed
FINOPB,Fino Payments Bank Ltd,Unknown,Unknown,INE02NC01014,Unknown,false,false,Listed
FINPIPE,Finolex Industries Ltd,Capital Goods,Capital Goods,INE183A01024,Micro Cap,false,false,Listed
FIRSTCRY,Brainbees Solutions Ltd,Consumer Services,Consumer Services,INE02RE01045,Small Cap,false,false,Listed
FISCHER,Fischer Medical Ventures Ltd,Unknown,Unknown,INE771F01041,Unknown,false,false,Listed
FIVESTAR,Five-Star Business Finance Ltd,Financial Services,Financial Services,INE128S01021,Small Cap,false,false,Listed
FLAIR,Flair Writing Industries Ltd,Unknown,Unknown,INE00Y201027,Unknown,false,false,Listed
FLUOROCHEM,Gujarat Fluorochemicals Ltd,Chemicals,Chemicals,INE09N301011,Mid Cap,false,false,Listed
FMGOETZE,Federal-Mogul Goetze (India) Limited.,Unknown,Unknown,INE529A01010,Unknown,false,false,Listed
FOODSIN,Foods & Inns Ltd,Unknown,Unknown,INE976E01023,Unknown,false,false,Listed
FORCEMOT,FORCE MOTORS LTD,Automobile and Auto Components,Automobile and Auto Components,INE451A01017,Small Cap,false,false,Listed
FORTIS,Fortis Healthcare Ltd,Healthcare,Healthcare,INE061F01013,Mid Cap,false,false,Listed
FOSECOIND,Foseco India Ltd,Unknown,Unknown,INE519A01011,Unknown,false,false,Listed
FRACTAL,Fractal Analytics Ltd,Unknown,Unknown,INE212S01015,Unknown,false,false,Listed
FRONTSP,Frontier Springs Ltd,Unknown,Unknown,INE572D01014,Unknown,false,false,Listed
FSL,Firstsource Solutions Ltd,Services,Services,INE684F01012,Small Cap,false,false,Listed
FUSION,Fusion Finance Ltd,Unknown,Unknown,INE139R01012,Unknown,false,false,Listed
GABRIEL,Gabriel India Ltd,Automobile and Auto Components,Automobile and Auto Components,INE524A01029,Small Cap,false,false,Listed
GAEL,Gujarat Ambuja Exports Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE036B01030,Micro Cap,false,false,Listed
GAIL,GAIL (India) Ltd,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,INE129A01019,Large Cap,false,true,Listed
GALAPREC,Gala Precision Engineering Ltd,Unknown,Unknown,INE0RE001014,Unknown,false,false,Listed
GALAXYSURF,Galaxy Surfactants Ltd,Unknown,Unknown,INE600K01018,Unknown,false,false,Listed
GALLANTT,Gallantt Ispat Ltd,Capital Goods,Capital Goods,INE297H01019,Small Cap,false,false,Listed
GANDHAR,Gandhar Oil Refinery (India) Ltd,Unknown,Unknown,INE717W01049,Unknown,false,false,Listed
GANDHITUBE,Gandhi Special Tubes Ltd,Unknown,Unknown,INE524B01027,Unknown,false,false,Listed
GANECOS,Ganesha Ecosphere Ltd,Unknown,Unknown,INE845D01014,Unknown,false,false,Listed
GANESHBE,Ganesh Benzoplast Ltd,Unknown,Unknown,INE388A01029,Unknown,false,false,Listed
GANESHCP,Ganesh Consumer Products Ltd,Unknown,Unknown,INE652V01016,Unknown,false,false,Listed
GANESHHOU,GANESH HOUSING Ltd,Unknown,Unknown,INE460C01014,Unknown,false,false,Listed
GANGAFORGE,Ganga Forging Ltd,Unknown,Unknown,INE691Z01023,Unknown,false,false,Listed
GANGESSECU,Ganges Securities Ltd,Unknown,Unknown,INE335W01016,Unknown,false,false,Listed
GARFIBRES,Garware Technical Fibres Ltd,Unknown,Unknown,INE276A01018,Unknown,false,false,Listed
GARUDA,Garuda Construction and Engineering Ltd,Unknown,Unknown,INE0JVO01026,Unknown,false,false,Listed
GATECH,GACM Technologies Ltd,Unknown,Unknown,INE224E01028,Unknown,false,false,Listed
GATECHDVR,GACM Technologies Ltd,Unknown,Unknown,INE224E01036,Unknown,false,false,Listed
GATEWAY,Gateway Distriparks Ltd,Unknown,Unknown,INE079J01017,Unknown,false,false,Listed
GAYAHWS,Gayatri Highways Ltd,Unknown,Unknown,INE287Z01012,Unknown,false,false,Listed
GCSL,Gretex Corporate Services Ltd,Unknown,Unknown,INE199P01028,Unknown,false,false,Listed
GEEKAYWIRE,Geekay Wires Ltd,Unknown,Unknown,INE669X01032,Unknown,false,false,Listed
GEMAROMA,Gem Aromatics Ltd,Unknown,Unknown,INE06XZ01023,Unknown,false,false,Listed
GENCON,Generic Engineering Construction and Projects Ltd,Unknown,Unknown,INE854S01022,Unknown,false,false,Listed
GENESYS,Genesys International Corporation Ltd,Unknown,Unknown,INE727B01026,Unknown,false,false,Listed
GENUSPAPER,Genus Paper & Boards Ltd,Unknown,Unknown,INE949P01018,Unknown,false,false,Listed
GENUSPOWER,Genus Power Infrastructures Ltd,Unknown,Unknown,INE955D01029,Unknown,false,false,Listed
GEOJITFSL,Geojit Financial Services Ltd,Unknown,Unknown,INE007B01023,Unknown,false,false,Listed
GESHIP,The Great Eastern Shipping Company Ltd,Services,Services,INE017A01032,Small Cap,false,false,Listed
GFLLIMITED,GFL Ltd,Unknown,Unknown,INE538A01037,Unknown,false,false,Listed
GHCL,GHCL Ltd,Chemicals,Chemicals,INE539A01019,Micro Cap,false,false,Listed
GHCLTEXTIL,GHCL Textiles Ltd,Unknown,Unknown,INE0PA801013,Unknown,false,false,Listed
GICHSGFIN,GIC Housing Finance Ltd,Unknown,Unknown,INE289B01019,Unknown,false,false,Listed
GICL,Globe International Carriers Ltd,Unknown,Unknown,INE947T01022,Unknown,false,false,Listed
GICRE,General Insurance Corporation of India,Financial Services,Financial Services,INE481Y01014,Mid Cap,false,false,Listed
GILLANDERS,Gillanders Arbuthnot & Company Ltd,Unknown,Unknown,INE047B01011,Unknown,false,false,Listed
GILLETTE,Gillette India Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE322A01010,Small Cap,false,false,Listed
GINNIFILA,Ginni Filaments Ltd,Unknown,Unknown,INE424C01010,Unknown,false,false,Listed
GIPCL,Gujarat Industries Power Company Ltd,Unknown,Unknown,INE162A01010,Unknown,false,false,Listed
GKENERGY,GK Energy Ltd,Unknown,Unknown,INE1AG301022,Unknown,false,false,Listed
GKSL,Gujarat Kidney And Super Speciality Ltd,Unknown,Unknown,INE0V0W01025,Unknown,false,false,Listed
GKWLIMITED,GKW Ltd,Unknown,Unknown,INE528A01020,Unknown,false,false,Listed
GLAND,Gland Pharma Ltd,Healthcare,Healthcare,INE068V01023,Small Cap,false,false,Listed
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd,Healthcare,Healthcare,INE159A01016,Mid Cap,false,false,Listed
GLENMARK,Glenmark Pharmaceuticals Ltd,Healthcare,Healthcare,INE935A01035,Mid Cap,false,false,Listed
GLOBAL,Global Education Ltd,Unknown,Unknown,INE291W01037,Unknown,false,false,Listed
GLOBALVECT,Global Vectra Helicorp Ltd,Unknown,Unknown,INE792H01019,Unknown,false,false,Listed
GLOBE,GLOBE ENTERPRISES (INDIA) Ltd,Unknown,Unknown,INE581X01021,Unknown,false,false,Listed
GLOBUSSPR,Globus Spirits Ltd,Unknown,Unknown,INE615I01010,Unknown,false,false,Listed
GLOSTERLTD,Gloster Ltd,Unknown,Unknown,INE350Z01018,Unknown,false,false,Listed
GMBREW,GM Breweries Ltd,Unknown,Unknown,INE075D01018,Unknown,false,false,Listed
GMDCLTD,Gujarat Mineral Development Corporation Ltd,Metals & Mining,Metals & Mining,INE131A01031,Small Cap,false,false,Listed
GMMPFAUDLR,GMM Pfaudler Ltd,Capital Goods,Capital Goods,INE541A01023,Micro Cap,false,false,Listed
GMRAIRPORT,GMR AIRPORTS Ltd,Services,Services,INE776C01039,Mid Cap,false,false,Listed
GMRP&UI,GMR Power and Urban Infra Ltd,Power,Power,INE0CU601026,Micro Cap,false,false,Listed
GNA,GNA Axles Ltd,Unknown,Unknown,INE934S01014,Unknown,false,false,Listed
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Ltd,Chemicals,Chemicals,INE113A01013,Micro Cap,false,false,Listed
GNRL,Gujarat Natural Resources Ltd,Unknown,Unknown,INE207H01018,Unknown,false,false,Listed
GOACARBON,Goa Carbon Ltd,Unknown,Unknown,INE426D01013,Unknown,false,false,Listed
GOCLCORP,GOCL Corporation Ltd,Unknown,Unknown,INE077F01035,Unknown,false,false,Listed
GOCOLORS,Go Fashion (India) Ltd,Unknown,Unknown,INE0BJS01011,Unknown,false,false,Listed
GODAVARIB,Godavari Biorefineries Ltd,Unknown,Unknown,INE497S01012,Unknown,false,false,Listed
GODFRYPHLP,Godfrey Phillips India Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE260B01028,Mid Cap,false,false,Listed
GODIGIT,Go Digit General Insurance Ltd,Financial Services,Financial Services,INE03JT01014,Small Cap,false,false,Listed
GODREJAGRO,Godrej Agrovet Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE850D01014,Micro Cap,false,false,Listed
GODREJCP,Godrej Consumer Products Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE102D01028,Large Cap,false,true,Listed
GODREJIND,Godrej Industries Ltd,Diversified,Diversified,INE233A01035,Mid Cap,false,false,Listed
GODREJPROP,Godrej Properties Ltd,Realty,Realty,INE484J01027,Mid Cap,false,false,Listed
GOKEX,Gokaldas Exports Ltd,Textiles,Textiles,INE887G01027,Micro Cap,false,false,Listed
GOKUL,Gokul Refoils and Solvent Ltd,Unknown,Unknown,INE020J01029,Unknown,false,false,Listed
GOKULAGRO,Gokul Agro Resources Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE314T01033,Micro Cap,false,false,Listed
GOLDIAM,Goldiam International Ltd,Unknown,Unknown,INE025B01025,Unknown,false,false,Listed
GOODLUCK,Goodluck India Ltd,Unknown,Unknown,INE127I01024,Unknown,false,false,Listed
GOODYEAR,Goodyear India Ltd,Unknown,Unknown,INE533A01012,Unknown,false,false,Listed
GOPAL,Gopal Snacks Ltd,Unknown,Unknown,INE0L9R01028,Unknown,false,false,Listed
GOYALALUM,Goyal Aluminiums Ltd,Unknown,Unknown,INE705X01026,Unknown,false,false,Listed
GPIL,Godawari Power And Ispat Ltd,Capital Goods,Capital Goods,INE177H01039,Small Cap,false,false,Listed
GPPL,Gujarat Pipavav Port Ltd,Services,Services,INE517F01014,Micro Cap,false,false,Listed
GPTHEALTH,GPT Healthcare Ltd,Unknown,Unknown,INE486R01017,Unknown,false,false,Listed
GPTINFRA,GPT Infraprojects Ltd,Unknown,Unknown,INE390G01014,Unknown,false,false,Listed
GRADIENTE,Gradiente Infotainment Ltd,Unknown,Unknown,INE361K01017,Unknown,false,false,Listed
GRANDOAK,Grand Oak Canyons Distillery Ltd,Unknown,Unknown,INE926B01016,Unknown,false,false,Listed
GRANULES,Granules India Ltd,Healthcare,Healthcare,INE101D01020,Small Cap,false,false,Listed
GRAPHITE,Graphite India Ltd,Capital Goods,Capital Goods,INE371A01025,Small Cap,false,false,Listed
GRASIM,Grasim Industries Ltd,Construction Materials,Construction Materials,INE047A01021,Large Cap,true,false,Listed
GRAUWEIL,Grauer & Weil India Ltd,Unknown,Unknown,INE266D01021,Unknown,false,false,Listed
GRAVISSHO,Graviss Hospitality Ltd,Unknown,Unknown,INE214F01026,Unknown,false,false,Listed
GRAVITA,Gravita India Ltd,Metals & Mining,Metals & Mining,INE024L01027,Small Cap,false,false,Listed
GREAVESCOT,Greaves Cotton Ltd,Capital Goods,Capital Goods,INE224A01026,Micro Cap,false,false,Listed
GREENLAM,Greenlam Industries Ltd,Unknown,Unknown,INE544R01021,Unknown,false,false,Listed
GREENPANEL,Greenpanel Industries Ltd,Unknown,Unknown,INE08ZM01014,Unknown,false,false,Listed
GREENPLY,Greenply Industries Ltd,Unknown,Unknown,INE461C01038,Unknown,false,false,Listed
GREENPOWER,Orient Green Power Company Ltd,Unknown,Unknown,INE999K01014,Unknown,false,false,Listed
GRINDWELL,Grindwell Norton Ltd,Unknown,Unknown,INE536A01023,Unknown,false,false,Listed
GRINFRA,G R Infraprojects Ltd,Unknown,Unknown,INE201P01022,Unknown,false,false,Listed
GRMOVER,GRM Overseas Ltd,Unknown,Unknown,INE192H01020,Unknown,false,false,Listed
GROBTEA,The Grob Tea Company Ltd,Unknown,Unknown,INE646C01018,Unknown,false,false,Listed
GROWW,Billionbrains Garage Ventures Ltd,Financial Services,Financial Services,INE0HOQ01053,Mid Cap,false,false,Listed
GRPLTD,GRP Ltd,Unknown,Unknown,INE137I01015,Unknown,false,false,Listed
GRSE,Garden Reach Shipbuilders & Engineers Ltd,Capital Goods,Capital Goods,INE382Z01011,Small Cap,false,false,Listed
GRWRHITECH,Garware Hi-Tech Films Ltd,Capital Goods,Capital Goods,INE291A01017,Micro Cap,false,false,Listed
GSFC,Gujarat State Fertilizers & Chemicals Ltd,Chemicals,Chemicals,INE026A01025,Micro Cap,false,false,Listed
GSLSU,Global Surfaces Ltd,Unknown,Unknown,INE0JSX01015,Unknown,false,false,Listed
GSPCROP,GSP Crop Science Ltd,Unknown,Unknown,INE713R01022,Unknown,false,false,Listed
GTL,GTL Ltd,Unknown,Unknown,INE043A01012,Unknown,false,false,Listed
GTLINFRA,GTL Infrastructure Ltd,Unknown,Unknown,INE221H01019,Unknown,false,false,Listed
GTPL,GTPL Hathway Ltd,Unknown,Unknown,INE869I01013,Unknown,false,false,Listed
GUFICBIO,Gufic Biosciences Ltd,Unknown,Unknown,INE742B01025,Unknown,false,false,Listed
GUJALKALI,Gujarat Alkalies and Chemicals Ltd,Unknown,Unknown,INE186A01019,Unknown,false,false,Listed
GUJAPOLLO,Gujarat Apollo Industries Ltd,Unknown,Unknown,INE826C01016,Unknown,false,false,Listed
GUJRAFFIA,Gujarat Raffia Industries Ltd,Unknown,Unknown,INE610B01024,Unknown,false,false,Listed
GUJTHEM,Gujarat Themis Biosyn Ltd,Unknown,Unknown,INE942C01045,Unknown,false,false,Listed
GULFOILLUB,Gulf Oil Lubricants India Ltd,Unknown,Unknown,INE635Q01029,Unknown,false,false,Listed
GULPOLY,Gulshan Polyols Ltd,Unknown,Unknown,INE255D01024,Unknown,false,false,Listed
GVPIL,GE Power India Ltd,Unknown,Unknown,INE878A01011,Unknown,false,false,Listed
GVPTECH,GVP Infotech Ltd,Unknown,Unknown,INE382T01030,Unknown,false,false,Listed
GVT&D,GE Vernova T&D India Ltd,Capital Goods,Capital Goods,INE200A01026,Mid Cap,false,false,Listed
HAL,Hindustan Aeronautics Ltd,Capital Goods,Capital Goods,INE066F01020,Large Cap,false,true,Listed
HALDER,Halder Venture Ltd,Unknown,Unknown,INE115S01010,Unknown,false,false,Listed
HALEOSLABS,HALEOS LABS Ltd,Unknown,Unknown,INE320X01016,Unknown,false,false,Listed
HAPPSTMNDS,Happiest Minds Technologies Ltd,Information Technology,Information Technology,INE419U01012,Micro Cap,false,false,Listed
HAPPYFORGE,Happy Forgings Ltd,Unknown,Unknown,INE330T01021,Unknown,false,false,Listed
HARDWYN,Hardwyn India Ltd,Unknown,Unknown,INE626Z01029,Unknown,false,false,Listed
HARIOMPIPE,Hariom Pipe Industries Ltd,Unknown,Unknown,INE00EV01017,Unknown,false,false,Listed
HARRMALAYA,Harrisons Malayalam Ltd,Unknown,Unknown,INE544A01019,Unknown,false,false,Listed
HARSHA,Harsha Engineers International Ltd,Unknown,Unknown,INE0JUS01029,Unknown,false,false,Listed
HATHWAY,Hathway Cable & Datacom Ltd,Unknown,Unknown,INE982F01036,Unknown,false,false,Listed
HATSUN,Hatsun Agro Product Ltd,Unknown,Unknown,INE473B01035,Unknown,false,false,Listed
HAVELLS,Havells India Ltd,Consumer Durables,Consumer Durables,INE176B01034,Mid Cap,false,false,Listed
HAVISHA,Sri Havisha Hospitality and Infrastructure Ltd,Unknown,Unknown,INE293B01029,Unknown,false,false,Listed
HAWKINCOOK,Hawkins Cookers Ltd,Unknown,Unknown,INE979B01015,Unknown,false,false,Listed
HBESD,HB Estate Developers Ltd,Unknown,Unknown,INE640B01021,Unknown,false,false,Listed
HBLENGINE,HBL Engineering Ltd,Capital Goods,Capital Goods,INE292B01021,Small Cap,false,false,Listed
HCC,Hindustan Construction Company Ltd,Construction,Construction,INE549A01026,Micro Cap,false,false,Listed
HCG,Healthcare Global Enterprises Ltd,Healthcare,Healthcare,INE075I01017,Micro Cap,false,false,Listed
HCL-INSYS,HCL Infosystems Ltd,Unknown,Unknown,INE236A01020,Unknown,false,false,Listed
HCLTECH,HCL Technologies Ltd,Information Technology,Information Technology,INE860A01027,Large Cap,true,false,Listed
HDBFS,HDB Financial Services Ltd,Financial Services,Financial Services,INE756I01012,Mid Cap,false,false,Listed
HDFCAMC,HDFC Asset Management Company Ltd,Financial Services,Financial Services,INE127D01025,Large Cap,false,true,Listed
HDFCBANK,HDFC Bank Ltd,Financial Services,Financial Services,INE040A01034,Large Cap,true,false,Listed
HDFCLIFE,HDFC Life Insurance Company Ltd,Financial Services,Financial Services,INE795G01014,Large Cap,true,false,Listed
HEADSUP,Heads UP Ventures Ltd,Unknown,Unknown,INE759V01019,Unknown,false,false,Listed
HEALTHX,Health X Platform Ltd,Unknown,Unknown,INE019J01013,Unknown,false,false,Listed
HECPROJECT,HEC Infra Projects Ltd,Unknown,Unknown,INE558R01013,Unknown,false,false,Listed
HEG,HEG Ltd,Capital Goods,Capital Goods,INE545A01024,Small Cap,false,false,Listed
HEIDELBERG,HeidelbergCement India Ltd,Unknown,Unknown,INE578A01017,Unknown,false,false,Listed
HEMIPROP,Hemisphere Properties India Ltd,Services,Services,INE0AJG01018,Micro Cap,false,false,Listed
HERANBA,Heranba Industries Ltd,Unknown,Unknown,INE694N01015,Unknown,false,false,Listed
HERITGFOOD,Heritage Foods Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE978A01027,Micro Cap,false,false,Listed
