symbol,company_name,sector,industry,isin,market_cap_category,nifty50,nifty_next50,listing_status
20MICRONS,20 Microns Ltd,Unknown,Unknown,INE144J01027,Unknown,false,false,Listed
21STCENMGM,21st Century Management Services Ltd,Unknown,Unknown,INE253B01015,Unknown,false,false,Listed
360ONE,360 ONE WAM Ltd,Financial Services,Financial Services,INE466L01038,Mid Cap,false,false,Listed
3BBLACKBIO,3B Blackbio Dx Ltd,Unknown,Unknown,INE994E01018,Unknown,false,false,Listed
3IINFOLTD,3i Infotech Ltd,Unknown,Unknown,INE748C01038,Unknown,false,false,Listed
3MINDIA,3M India Ltd,Diversified,Diversified,INE470A01017,Mid Cap,false,false,Listed
3PLAND,3P Land Holdings Ltd,Unknown,Unknown,INE105C01023,Unknown,false,false,Listed
5PAISA,5Paisa Capital Ltd,Unknown,Unknown,INE618L01018,Unknown,false,false,Listed
63MOONS,63 moons technologies Ltd,Unknown,Unknown,INE111B01023,Unknown,false,false,Listed
A2ZINFRA,A2Z Infra Engineering Ltd,Unknown,Unknown,INE619I01012,Unknown,false,false,Listed
AAATECH,AAA Technologies Ltd,Unknown,Unknown,INE0D0U01013,Unknown,false,false,Listed
AADHARHFC,Aadhar Housing Finance Ltd,Financial Services,Financial Services,INE883F01010,Small Cap,false,false,Listed
AAKASH,Aakash Exploration Services Ltd,Unknown,Unknown,INE087Z01024,Unknown,false,false,Listed
AARNAV,Aarnav Fashions Ltd,Unknown,Unknown,INE750R01016,Unknown,false,false,Listed
AARON,Aaron Industries Ltd,Unknown,Unknown,INE721Z01010,Unknown,false,false,Listed
AARTECH,Aartech Solonics Ltd,Unknown,Unknown,INE01C001026,Unknown,false,false,Listed
AARTIDRUGS,Aarti Drugs Ltd,Healthcare,Healthcare,INE767A01016,Micro Cap,false,false,Listed
AARTIIND,Aarti Industries Ltd,Chemicals,Chemicals,INE769A01020,Small Cap,false,false,Listed
AARTIPHARM,Aarti Pharmalabs Ltd,Healthcare,Healthcare,INE0LRU01027,Micro Cap,false,false,Listed
AARTISURF,Aarti Surfactants Ltd,Unknown,Unknown,INE09EO01013,Unknown,false,false,Listed
AARVI,Aarvi Encon Ltd,Unknown,Unknown,INE754X01016,Unknown,false,false,Listed
AAVAS,Aavas Financiers Ltd,Financial Services,Financial Services,INE216P01012,Small Cap,false,false,Listed
ABB,ABB India Ltd,Capital Goods,Capital Goods,INE117A01022,Large Cap,false,true,Listed
ABBOTINDIA,Abbott India Ltd,Healthcare,Healthcare,INE358A01014,Mid Cap,false,false,Listed
ABCAPITAL,Aditya Birla Capital Ltd,Financial Services,Financial Services,INE674K01013,Mid Cap,false,false,Listed
ABCOTS,A B Cotspin India Ltd,Unknown,Unknown,INE08PH01015,Unknown,false,false,Listed
ABDL,Allied Blenders and Distillers Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE552Z01027,Small Cap,false,false,Listed
ABFRL,Aditya Birla Fashion and Retail Ltd,Consumer Services,Consumer Services,INE647O01011,Small Cap,false,false,Listed
ABINFRA,A B Infrabuild Ltd,Unknown,Unknown,INE00YB01025,Unknown,false,false,Listed
ABLBL,Aditya Birla Lifestyle Brands Ltd,Consumer Services,Consumer Services,INE14LE01019,Small Cap,false,false,Listed
ABMINTLLTD,ABM International Ltd,Unknown,Unknown,INE251C01025,Unknown,false,false,Listed
ABMKNO,ABM Knowledgeware Ltd,Unknown,Unknown,INE850B01026,Unknown,false,false,Listed
ABREL,Aditya Birla Real Estate Ltd,Realty,Realty,INE055A01016,Small Cap,false,false,Listed
ABSLAMC,Aditya Birla Sun Life AMC Ltd,Financial Services,Financial Services,INE404A01024,Small Cap,false,false,Listed
ACC,ACC Ltd,Construction Materials,Construction Materials,INE012A01025,Mid Cap,false,false,Listed
ACCELYA,Accelya Solutions India Ltd,Unknown,Unknown,INE793A01012,Unknown,false,false,Listed
ACE,Action Construction Equipment Ltd,Capital Goods,Capital Goods,INE731H01025,Small Cap,false,false,Listed
ACEINTEG,Ace Integrated Solutions Ltd,Unknown,Unknown,INE543V01017,Unknown,false,false,Listed
ACI,Archean Chemical Industries Ltd,Chemicals,Chemicals,INE128X01021,Micro Cap,false,false,Listed
ACL,Andhra Cements Ltd,Unknown,Unknown,INE666E01020,Unknown,false,false,Listed
ACMESOLAR,Acme Solar Holdings Ltd,Power,Power,INE622W01025,Small Cap,false,false,Listed
ACSTECH,ACS Technologies Ltd,Unknown,Unknown,INE366C01021,Unknown,false,false,Listed
ACUTAAS,Acutaas Chemicals Ltd,Healthcare,Healthcare,INE00FF01025,Small Cap,false,false,Listed
ADANIENSOL,Adani Energy Solutions Ltd,Power,Power,INE931S01010,Large Cap,false,true,Listed
ADANIENT,Adani Enterprises Ltd,Metals & Mining,Metals & Mining,INE423A01024,Large Cap,true,false,Listed
ADANIGREEN,Adani Green Energy Ltd,Power,Power,INE364U01010,Large Cap,false,true,Listed
ADANIPORTS,Adani Ports and Special Economic Zone Ltd,Services,Services,INE742F01042,Large Cap,true,false,Listed
ADANIPOWER,Adani Power Ltd,Power,Power,INE814H01029,Large Cap,false,true,Listed
ADFFOODS,ADF Foods Ltd,Unknown,Unknown,INE982B01027,Unknown,false,false,Listed
ADL,Archidply Decor Ltd,Unknown,Unknown,INE0CHO01012,Unknown,false,false,Listed
ADOR,Ador Welding Ltd,Unknown,Unknown,INE045A01017,Unknown,false,false,Listed
ADROITINFO,Adroit Infotech Ltd,Unknown,Unknown,INE737B01033,Unknown,false,false,Listed
ADSL,Allied Digital Services Ltd,Unknown,Unknown,INE102I01027,Unknown,false,false,Listed
ADVAIT,Advait Energy Transitions Ltd,Unknown,Unknown,INE0ALI01010,Unknown,false,false,Listed
ADVANCE,Advance Agrolife Ltd,Unknown,Unknown,INE1B0W01010,Unknown,false,false,Listed
ADVANIHOTR,Advani Hotels & Resorts (India) Ltd,Unknown,Unknown,INE199C01026,Unknown,false,false,Listed
ADVENTHTL,Advent Hotels International Ltd,Unknown,Unknown,INE28GN01010,Unknown,false,false,Listed
ADVENZYMES,Advanced Enzyme Technologies Ltd,Healthcare,Healthcare,INE837H01020,Micro Cap,false,false,Listed
AEGISLOG,Aegis Logistics Ltd,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,INE208C01025,Small Cap,false,false,Listed
AEGISVOPAK,Aegis Vopak Terminals Ltd,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,INE0INX01018,Small Cap,false,false,Listed
AEPL,Artemis Electricals and Projects Ltd,Unknown,Unknown,INE757T01025,Unknown,false,false,Listed
AEQUS,Aequs Ltd,Capital Goods,Capital Goods,INE947N01017,Micro Cap,false,false,Listed
AEROENTER,Aeroflex Enterprises Ltd,Unknown,Unknown,INE065D01027,Unknown,false,false,Listed
AEROFLEX,Aeroflex Industries Ltd,Unknown,Unknown,INE024001021,Unknown,false,false,Listed
AERONEU,Aeroflex Neu Ltd,Unknown,Unknown,INE035801013,Unknown,false,false,Listed
AETHER,Aether Industries Ltd,Chemicals,Chemicals,INE0BWX01014,Micro Cap,false,false,Listed
AFCONS,Afcons Infrastructure Ltd,Construction,Construction,INE101I01011,Small Cap,false,false,Listed
AFFLE,Affle 3i Ltd,Information Technology,Information Technology,INE00WC01027,Small Cap,false,false,Listed
AFSL,Abans Financial Services Ltd,Unknown,Unknown,INE00ZE01026,Unknown,false,false,Listed
AGARIND,Agarwal Industrial Corporation Ltd,Unknown,Unknown,INE204E01012,Unknown,false,false,Listed
AGARWALEYE,Dr. Agarwal's Health Care Ltd,Healthcare,Healthcare,INE943P01029,Micro Cap,false,false,Listed
AGI,AGI Greenpac Ltd,Unknown,Unknown,INE415A01038,Unknown,false,false,Listed
AGIIL,Agi Infra Ltd,Unknown,Unknown,INE976R01033,Unknown,false,false,Listed
AGL,Allcargo Global Ltd.,Services,Services,INE1YPB01014,Micro Cap,false,false,Listed
AGROPHOS,Agro Phos India Ltd,Unknown,Unknown,INE740V01019,Unknown,false,false,Listed
AHCL,Anlon Healthcare Ltd,Unknown,Unknown,INE0Y8W01025,Unknown,false,false,Listed
AHLADA,Ahlada Engineers Ltd,Unknown,Unknown,INE00PV01013,Unknown,false,false,Listed
AHLEAST,Asian Hotels (East) Ltd,Unknown,Unknown,INE926K01017,Unknown,false,false,Listed
AHLUCONT,Ahluwalia Contracts (India) Ltd,Construction,Construction,INE758C01029,Micro Cap,false,false,Listed
AIAENG,AIA Engineering Ltd,Capital Goods,Capital Goods,INE212H01026,Mid Cap,false,false,Listed
AIIL,Authum Investment & Infrastructure Ltd,Financial Services,Financial Services,INE206F01022,Mid Cap,false,false,Listed
AIRAN,Airan Ltd,Unknown,Unknown,INE645W01026,Unknown,false,false,Listed
AIROLAM,Airo Lam Ltd,Unknown,Unknown,INE801L01010,Unknown,false,false,Listed
AJANTPHARM,Ajanta Pharma Ltd,Healthcare,Healthcare,INE031B01049,Mid Cap,false,false,Listed
AJAXENGG,Ajax Engineering Ltd,Unknown,Unknown,INE274Y01021,Unknown,false,false,Listed
AJMERA,Ajmera Realty & Infra India Ltd,Unknown,Unknown,INE298G01035,Unknown,false,false,Listed
AJOONI,Ajooni Biotech Ltd,Unknown,Unknown,INE820Y01021,Unknown,false,false,Listed
AKASH,Akash Infra-Projects Ltd,Unknown,Unknown,INE737W01013,Unknown,false,false,Listed
AKCAPIT,AK Capital Services Ltd,Unknown,Unknown,INE701G01012,Unknown,false,false,Listed
AKG,Akg Exim Ltd,Unknown,Unknown,INE00Y801016,Unknown,false,false,Listed
AKI,AKI India Ltd,Unknown,Unknown,INE642Z01026,Unknown,false,false,Listed
AKSHAR,Akshar Spintex Ltd,Unknown,Unknown,INE256Z01025,Unknown,false,false,Listed
AKUMS,Akums Drugs and Pharmaceuticals Ltd,Healthcare,Healthcare,INE09XN01023,Micro Cap,false,false,Listed
ALANKIT,Alankit Ltd,Unknown,Unknown,INE914E01040,Unknown,false,false,Listed
ALBERTDAVD,Albert David Ltd,Unknown,Unknown,INE155C01010,Unknown,false,false,Listed
ALEMBICLTD,Alembic Ltd,Unknown,Unknown,INE426A01027,Unknown,false,false,Listed
ALGOQUANT,Algoquant Fintech Ltd,Unknown,Unknown,INE598D01035,Unknown,false,false,Listed
ALICON,Alicon Castalloy Ltd,Unknown,Unknown,INE062D01024,Unknown,false,false,Listed
ALIVUS,Alivus Life Sciences Ltd,Healthcare,Healthcare,INE03Q201024,Micro Cap,false,false,Listed
ALKEM,Alkem Laboratories Ltd,Healthcare,Healthcare,INE540L01014,Mid Cap,false,false,Listed
ALKYLAMINE,Alkyl Amines Chemicals Ltd,Chemicals,Chemicals,INE150B01039,Micro Cap,false,false,Listed
ALLCARGO,Allcargo Logistics Ltd,Unknown,Unknown,INE418H01029,Unknown,false,false,Listed
ALLDIGI,Alldigi Tech Ltd,Unknown,Unknown,INE835G01018,Unknown,false,false,Listed
ALLTIME,All Time Plastics Ltd,Unknown,Unknown,INE0GV601021,Unknown,false,false,Listed
ALMONDZ,Almondz Global Securities Ltd,Unknown,Unknown,INE326B01035,Unknown,false,false,Listed
ALOKINDS,Alok Industries Ltd,Textiles,Textiles,INE270A01029,Micro Cap,false,false,Listed
ALPA,Alpa Laboratories Ltd,Unknown,Unknown,INE385I01010,Unknown,false,false,Listed
ALPHAGEO,Alphageo (India) Ltd,Unknown,Unknown,INE137C01018,Unknown,false,false,Listed
AMAGI,Amagi Media Labs Ltd,Unknown,Unknown,INE121R01077,Unknown,false,false,Listed
AMBALALSA,Ambalal Sarabhai Enterprises Ltd,Unknown,Unknown,INE432A01017,Unknown,false,false,Listed
AMBER,Amber Enterprises India Ltd,Consumer Durables,Consumer Durables,INE371P01015,Small Cap,false,false,Listed
AMBICAAGAR,Ambica Agarbathies & Aroma industries Ltd,Unknown,Unknown,INE792B01012,Unknown,false,false,Listed
AMBIKCO,Ambika Cotton Mills Ltd,Unknown,Unknown,INE540G01014,Unknown,false,false,Listed
AMBUJACEM,Ambuja Cements Ltd,Construction Materials,Construction Materials,INE079A01024,Large Cap,false,true,Listed
AMDIND,AMD Industries Ltd,Unknown,Unknown,INE005I01014,Unknown,false,false,Listed
AMIRCHAND,Amir Chand Jagdish Kumar (Exports) Ltd,Unknown,Unknown,INE05TO01019,Unknown,false,false,Listed
AMJLAND,Amj Land Holdings Ltd,Unknown,Unknown,INE606A01024,Unknown,false,false,Listed
AMNPLST,Amines & Plasticizers Ltd,Unknown,Unknown,INE275D01022,Unknown,false,false,Listed
AMRUTANJAN,Amrutanjan Health Care Ltd,Unknown,Unknown,INE098F01031,Unknown,false,false,Listed
ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,Financial Services,INE463V01026,Small Cap,false,false,Listed
ANANTRAJ,Anant Raj Ltd,Realty,Realty,INE242C01024,Small Cap,false,false,Listed
ANDHRAPAP,ANDHRA PAPER Ltd,Unknown,Unknown,INE435A01051,Unknown,false,false,Listed
ANDHRSUGAR,The Andhra Sugars Ltd,Unknown,Unknown,INE715B01021,Unknown,false,false,Listed
ANGELONE,Angel One Ltd,Financial Services,Financial Services,INE732I01021,Small Cap,false,false,Listed
ANMOL,Anmol India Ltd,Unknown,Unknown,INE02AR01019,Unknown,false,false,Listed
ANTELOPUS,Antelopus Selan Energy Ltd,Unknown,Unknown,INE818A01017,Unknown,false,false,Listed
ANTGRAPHIC,Antarctica Ltd,Unknown,Unknown,INE414B01021,Unknown,false,false,Listed
ANTHEM,Anthem Biosciences Ltd,Healthcare,Healthcare,INE0CZ201020,Mid Cap,false,false,Listed
ANUHPHR,Anuh Pharma Ltd,Unknown,Unknown,INE489G01022,Unknown,false,false,Listed
ANUP,The Anup Engineering Ltd,Capital Goods,Capital Goods,INE294Z01018,Micro Cap,false,false,Listed
ANURAS,Anupam Rasayan India Ltd,Chemicals,Chemicals,INE930P01018,Small Cap,false,false,Listed
APARINDS,Apar Industries Ltd,Capital Goods,Capital Goods,INE372A01015,Mid Cap,false,false,Listed
APCL,Anjani Portland Cement Ltd,Unknown,Unknown,INE071F01012,Unknown,false,false,Listed
APCOTEXIND,Apcotex Industries Ltd,Unknown,Unknown,INE116A01032,Unknown,false,false,Listed
APEX,Apex Frozen Foods Ltd,Unknown,Unknown,INE346W01013,Unknown,false,false,Listed
APLAPOLLO,APL Apollo Tubes Ltd,Capital Goods,Capital Goods,INE702C01027,Mid Cap,false,false,Listed
APLLTD,Alembic Pharmaceuticals Ltd,Healthcare,Healthcare,INE901L01018,Micro Cap,false,false,Listed
APOLLO,Apollo Micro Systems Ltd,Capital Goods,Capital Goods,INE713T01028,Micro Cap,false,false,Listed
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Healthcare,Healthcare,INE437A01024,Large Cap,true,false,Listed
APOLLOPIPE,Apollo Pipes Ltd,Unknown,Unknown,INE126J01016,Unknown,false,false,Listed
APOLLOTYRE,Apollo Tyres Ltd,Automobile and Auto Components,Automobile and Auto Components,INE438A01022,Mid Cap,false,false,Listed
APOLSINHOT,Apollo Sindoori Hotels Ltd,Unknown,Unknown,INE451F01024,Unknown,false,false,Listed
APTUS,Aptus Value Housing Finance India Ltd,Financial Services,Financial Services,INE852O01025,Small Cap,false,false,Listed
AQYLON,Aqylon Nexus Ltd,Unknown,Unknown,INE416A01051,Unknown,false,false,Listed
ARCHIDPLY,Archidply Industries Ltd,Unknown,Unknown,INE877I01016,Unknown,false,false,Listed
ARCHIES,Archies Ltd,Unknown,Unknown,INE731A01020,Unknown,false,false,Listed
ARE&M,Amara Raja Energy & Mobility Ltd,Automobile and Auto Components,Automobile and Auto Components,INE885A01032,Small Cap,false,false,Listed
ARENTERP,Rajdarshan Industries Ltd,Unknown,Unknown,INE610C01014,Unknown,false,false,Listed
ARFIN,Arfin India Ltd,Unknown,Unknown,INE784R01023,Unknown,false,false,Listed
ARIES,Aries Agro Ltd,Unknown,Unknown,INE298I01015,Unknown,false,false,Listed
ARIHANT,Arihant Foundations & Housing Ltd,Unknown,Unknown,INE413D01011,Unknown,false,false,Listed
ARIHANTCAP,Arihant Capital Markets Ltd,Unknown,Unknown,INE420B01036,Unknown,false,false,Listed
ARIHANTSUP,Arihant Superstructures Ltd,Unknown,Unknown,INE643K01018,Unknown,false,false,Listed
ARIS,Arisinfra Solutions Ltd,Unknown,Unknown,INE0H9P01028,Unknown,false,false,Listed
ARKADE,Arkade Developers Ltd,Unknown,Unknown,INE0QRL01017,Unknown,false,false,Listed
ARMANFIN,Arman Financial Services Ltd,Unknown,Unknown,INE109C01017,Unknown,false,false,Listed
AROGRANITE,Aro Granite Industries Ltd,Unknown,Unknown,INE210C01013,Unknown,false,false,Listed
ARSSBL,Anand Rathi Share and Stock Brokers Ltd,Unknown,Unknown,INE549H01021,Unknown,false,false,Listed
ARTEMISMED,Artemis Medicare Services Ltd,Unknown,Unknown,INE025R01021,Unknown,false,false,Listed
ARTNIRMAN,Art Nirman Ltd,Unknown,Unknown,INE738V01013,Unknown,false,false,Listed
ARVEE,Arvee Laboratories (India) Ltd,Unknown,Unknown,INE006Z01016,Unknown,false,false,Listed
ARVIND,Arvind Ltd,Textiles,Textiles,INE034A01011,Micro Cap,false,false,Listed
ARVINDFASN,Arvind Fashions Ltd,Consumer Services,Consumer Services,INE955V01021,Micro Cap,false,false,Listed
ARVSMART,Arvind SmartSpaces Ltd,Unknown,Unknown,INE034S01021,Unknown,false,false,Listed
ASAHIINDIA,Asahi India Glass Ltd,Automobile and Auto Components,Automobile and Auto Components,INE439A01020,Small Cap,false,false,Listed
ASAHISONG,Asahi Songwon Colors Ltd,Unknown,Unknown,INE228I01012,Unknown,false,false,Listed
ASAL,Automotive Stampings and Assemblies Ltd,Unknown,Unknown,INE900C01027,Unknown,false,false,Listed
ASALCBR,Associated Alcohols & Breweries Ltd.,Unknown,Unknown,INE073G01016,Unknown,false,false,Listed
ASHAPURMIN,Ashapura Minechem Ltd,Metals & Mining,Metals & Mining,INE348A01023,Micro Cap,false,false,Listed
ASHIANA,Ashiana Housing Ltd,Unknown,Unknown,INE365D01021,Unknown,false,false,Listed
ASHIKA,Ashika Credit Capital Ltd,Unknown,Unknown,INE094B01013,Unknown,false,false,Listed
ASHIMASYN,Ashima Ltd,Unknown,Unknown,INE440A01010,Unknown,false,false,Listed
ASHOKA,Ashoka Buildcon Ltd,Construction,Construction,INE442H01029,Micro Cap,false,false,Listed
ASHOKAMET,Ashoka Metcast Ltd,Unknown,Unknown,INE760Y01011,Unknown,false,false,Listed
ASHOKLEY,Ashok Leyland Ltd,Capital Goods,Capital Goods,INE208A01029,Mid Cap,false,false,Listed
ASIANENE,Asian Energy Services Ltd,Unknown,Unknown,INE276G01015,Unknown,false,false,Listed
ASIANHOTNR,Asian Hotels (North) Ltd,Unknown,Unknown,INE363A01022,Unknown,false,false,Listed
ASIANPAINT,Asian Paints Ltd,Consumer Durables,Consumer Durables,INE021A01026,Large Cap,true,false,Listed
ASIANTILES,Asian Granito India Ltd,Unknown,Unknown,INE022I01019,Unknown,false,false,Listed
ASKAUTOLTD,ASK Automotive Ltd,Automobile and Auto Components,Automobile and Auto Components,INE491J01022,Micro Cap,false,false,Listed
ASPINWALL,Aspinwall and Company Ltd,Unknown,Unknown,INE991I01015,Unknown,false,false,Listed
ASTAR,Asian Star Company Ltd,Unknown,Unknown,INE194D01017,Unknown,false,false,Listed
ASTEC,Astec LifeSciences Ltd,Unknown,Unknown,INE563J01010,Unknown,false,false,Listed
ASTERDM,Aster DM Healthcare Ltd,Healthcare,Healthcare,INE914M01019,Small Cap,false,false,Listed
ASTRAL,Astral Ltd,Capital Goods,Capital Goods,INE006I01046,Mid Cap,false,false,Listed
ASTRAMICRO,Astra Microwave Products Ltd,Capital Goods,Capital Goods,INE386C01029,Micro Cap,false,false,Listed
ASTRAZEN,AstraZeneca Pharma India Ltd,Unknown,Unknown,INE203A01020,Unknown,false,false,Listed
ATALREAL,Atal Realtech Ltd,Unknown,Unknown,INE0ALR01029,Unknown,false,false,Listed
ATAM,Atam Valves Ltd,Unknown,Unknown,INE09KD01013,Unknown,false,false,Listed
ATGL,Adani Total Gas Ltd,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,INE399L01023,Mid Cap,false,false,Listed
ATHERENERG,Ather Energy Ltd,Automobile and Auto Components,Automobile and Auto Components,INE0LEZ01016,Small Cap,false,false,Listed
ATL,Allcargo Terminals Ltd,Unknown,Unknown,INE0NN701020,Unknown,false,false,Listed
ATLANTAA,ATLANTAA Ltd,Unknown,Unknown,INE285H01022,Unknown,false,false,Listed
ATLANTAELE,Atlanta Electricals Ltd,Capital Goods,Capital Goods,INE0Z4F01028,Micro Cap,false,false,Listed
ATLASCYCLE,Atlas Cycles (Haryana) Ltd,Unknown,Unknown,INE446A01025,Unknown,false,false,Listed
ATUL,Atul Ltd,Chemicals,Chemicals,INE100A01010,Small Cap,false,false,Listed
ATULAUTO,Atul Auto Ltd,Unknown,Unknown,INE951D01028,Unknown,false,false,Listed
AUBANK,AU Small Finance Bank Ltd,Financial Services,Financial Services,INE949L01017,Mid Cap,false,false,Listed
AURIGROW,Auri Grow India Ltd,Unknown,Unknown,INE925Y01036,Unknown,false,false,Listed
AURIONPRO,Aurionpro Solutions Ltd,Information Technology,Information Technology,INE132H01018,Micro Cap,false,false,Listed
AUROPHARMA,Aurobindo Pharma Ltd,Healthcare,Healthcare,INE406A01037,Mid Cap,false,false,Listed
AURUM,Aurum PropTech Ltd,Unknown,Unknown,INE898S01029,Unknown,false,false,Listed
AUTOAXLES,Automotive Axles Ltd,Unknown,Unknown,INE449A01011,Unknown,false,false,Listed
AVALON,Avalon Technologies Ltd,Capital Goods,Capital Goods,INE0LCL01028,Micro Cap,false,false,Listed
AVANTEL,Avantel Ltd,Unknown,Unknown,INE005B01027,Unknown,false,false,Listed
AVANTIFEED,Avanti Feeds Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE871C01038,Micro Cap,false,false,Listed
AVL,Aditya Vision Ltd,Consumer Services,Consumer Services,INE679V01027,Micro Cap,false,false,Listed
AVONMORE,Avonmore Capital & Management Services Ltd,Unknown,Unknown,INE323B01024,Unknown,false,false,Listed
AVROIND,AVRO INDIA Ltd,Unknown,Unknown,INE652Z01025,Unknown,false,false,Listed
AVTNPL,AVT Natural Products Ltd,Unknown,Unknown,INE488D01021,Unknown,false,false,Listed
AWFIS,Awfis Space Solutions Ltd,Services,Services,INE108V01019,Micro Cap,false,false,Listed
AWHCL,Antony Waste Handling Cell Ltd,Unknown,Unknown,INE01BK01022,Unknown,false,false,Listed
AWL,AWL Agri Business Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE699H01024,Mid Cap,false,false,Listed
AXISBANK,Axis Bank Ltd,Financial Services,Financial Services,INE238A01034,Large Cap,true,false,Listed
AXISCADES,AXISCADES Technologies Ltd,Capital Goods,Capital Goods,INE555B01013,Micro Cap,false,false,Listed
AXITA,Axita Cotton Ltd,Unknown,Unknown,INE02EZ01022,Unknown,false,false,Listed
AYE,Aye Finance Ltd,Unknown,Unknown,INE501X01029,Unknown,false,false,Listed
AYMSYNTEX,AYM Syntex Ltd,Unknown,Unknown,INE193B01039,Unknown,false,false,Listed
AZAD,Azad Engineering Ltd,Capital Goods,Capital Goods,INE02IJ01035,Micro Cap,false,false,Listed
BAGFILMS,B.A.G Films and Media Ltd,Unknown,Unknown,INE116D01028,Unknown,false,false,Listed
BAIDFIN,Baid Finserv Ltd,Unknown,Unknown,INE020D01022,Unknown,false,false,Listed
BAJAJ-AUTO,Bajaj Auto Ltd,Automobile and Auto Components,Automobile and Auto Components,INE917I01010,Large Cap,true,false,Listed
BAJAJCON,Bajaj Consumer Care Ltd,Unknown,Unknown,INE933K01021,Unknown,false,false,Listed
BAJAJELEC,Bajaj Electricals Ltd,Consumer Durables,Consumer Durables,INE193E01025,Micro Cap,false,false,Listed
BAJAJFINSV,Bajaj Finserv Ltd,Financial Services,Financial Services,INE918I01026,Large Cap,true,false,Listed
BAJAJHCARE,Bajaj Healthcare Ltd,Unknown,Unknown,INE411U01027,Unknown,false,false,Listed
BAJAJHFL,Bajaj Housing Finance Ltd,Financial Services,Financial Services,INE377Y01014,Mid Cap,false,false,Listed
BAJAJHIND,Bajaj Hindusthan Sugar Ltd,Unknown,Unknown,INE306A01021,Unknown,false,false,Listed
BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Financial Services,Financial Services,INE118A01012,Large Cap,false,true,Listed
BAJAJINDEF,Indef Manufacturing Ltd,Unknown,Unknown,INE0O9T01021,Unknown,false,false,Listed
BAJAJST,Bajaj Steel Industries Ltd,Unknown,Unknown,INE704G01024,Unknown,false,false,Listed
BAJEL,Bajel Projects Ltd,Unknown,Unknown,INE0KQN01018,Unknown,false,false,Listed
BAJFINANCE,Bajaj Finance Ltd,Financial Services,Financial Services,INE296A01032,Large Cap,true,false,Listed
BALAJEE,Shree Tirupati Balajee Agro Trading Company Ltd,Unknown,Unknown,INE0S2G01011,Unknown,false,false,Listed
BALAJITELE,Balaji Telefilms Ltd,Unknown,Unknown,INE794B01026,Unknown,false,false,Listed
BALAMINES,Balaji Amines Ltd,Chemicals,Chemicals,INE050E01027,Micro Cap,false,false,Listed
BALKRISHNA,Balkrishna Paper Mills Ltd,Unknown,Unknown,INE875R01011,Unknown,false,false,Listed
BALKRISIND,Balkrishna Industries Ltd,Automobile and Auto Components,Automobile and Auto Components,INE787D01026,Mid Cap,false,false,Listed
BALMLAWRIE,Balmer Lawrie & Company Ltd,Unknown,Unknown,INE164A01016,Unknown,false,false,Listed
BALPHARMA,Bal Pharma Ltd,Unknown,Unknown,INE083D01012,Unknown,false,false,Listed
BALRAMCHIN,Balrampur Chini Mills Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE119A01028,Small Cap,false,false,Listed
BALUFORGE,Balu Forge Industries Ltd,Capital Goods,Capital Goods,INE011E01029,Micro Cap,false,false,Listed
BANARBEADS,Banaras Beads Ltd,Unknown,Unknown,INE655B01011,Unknown,false,false,Listed
BANARISUG,Bannari Amman Sugars Ltd,Unknown,Unknown,INE459A01010,Unknown,false,false,Listed
BANCOINDIA,Banco Products (I) Ltd,Automobile and Auto Components,Automobile and Auto Components,INE213C01025,Micro Cap,false,false,Listed
BANDHANBNK,Bandhan Bank Ltd,Financial Services,Financial Services,INE545U01014,Small Cap,false,false,Listed
BANG,Bang Overseas Ltd,Unknown,Unknown,INE863I01016,Unknown,false,false,Listed
BANKBARODA,Bank of Baroda,Financial Services,Financial Services,INE028A01039,Large Cap,false,true,Listed
BANKINDIA,Bank of India,Financial Services,Financial Services,INE084A01016,Mid Cap,false,false,Listed
BANSALWIRE,Bansal Wire Industries Ltd,Unknown,Unknown,INE0B9K01025,Unknown,false,false,Listed
BANSWRAS,Banswara Syntex Ltd,Unknown,Unknown,INE629D01020,Unknown,false,false,Listed
BASF,BASF India Ltd,Unknown,Unknown,INE373A01013,Unknown,false,false,Listed
BATAINDIA,Bata India Ltd,Consumer Durables,Consumer Durables,INE176A01028,Small Cap,false,false,Listed
BATLIBOI,Batliboi Ltd,Unknown,Unknown,INE177C01022,Unknown,false,false,Listed
BAYERCROP,Bayer Cropscience Ltd,Chemicals,Chemicals,INE462A01022,Small Cap,false,false,Listed
BBL,Bharat Bijlee Ltd,Unknown,Unknown,INE464A01036,Unknown,false,false,Listed
BBOX,Black Box Ltd,Information Technology,Information Technology,INE676A01027,Micro Cap,false,false,Listed
BBTC,The Bombay Burmah Trading Corporation Ltd,Fast Moving Consumer Goods,Fast Moving Consumer Goods,INE050A01025,Small Cap,false,false,Listed
BBTCL,B&B Triplewall Containers Ltd,Unknown,Unknown,INE01EE01011,Unknown,false,false,Listed
BCG,Brightcom Group Ltd,Unknown,Unknown,INE425B01027,Unknown,false,false,Listed
